>	 ( ( mertz ( or oona ) ) cat )	 ( ( mertz ( and ollie ) ) cat )	>
#	 ( ollie kitten )	 ( ( mertz ( and pumpkin ) ) kitten )	#
#	 ( ( mertz ( or mertz ) ) pony )	 ( abby pony )	#
|	 ( ( marcel ( or pumpkin ) ) pony )	 ( marcel puppy )	>
>	 ( mertz cat )	 ( ( pumpkin ( and mertz ) ) cat )	>
|	 ( marcel dog )	 ( ( marcel ( and mertz ) ) pony )	>
|	 ( ( abby ( or oona ) ) striped )	 ( abby spotted )	>
#	 ( ( abby ( and abby ) ) cat )	 ( abby pet )	=
#	 ( ( ollie ( and abby ) ) striped )	 ( millie spotted )	#
|	 ( ( pumpkin ( or marcel ) ) cat )	 ( pumpkin pony )	>
#	 ( ( abby ( and pumpkin ) ) striped )	 ( marcel spotted )	#
|	 ( ollie cat )	 ( ( ollie ( and ollie ) ) pony )	=
#	 ( abby puppy )	 ( ( pumpkin ( and mouse ) ) puppy )	#
|	 ( oona spotted )	 ( ( oona ( or ( oona ( or oona ) ) ) ) kitten )	=
#	 ( pumpkin striped )	 ( ( abby ( and abby ) ) spotted )	#
|	 ( ( marcel ( or ( abby ( or oona ) ) ) ) kitten )	 ( oona pony )	>
|	 ( oona cat )	 ( ( abby ( and oona ) ) puppy )	>
#	 ( ( mouse ( and mouse ) ) kitten )	 ( marcel kitten )	#
=	 ( ( ollie ( or ollie ) ) spotted )	 ( ollie spotted )	=
#	 ( mertz spotted )	 ( ( mertz ( or mertz ) ) cat )	=
#	 ( pumpkin spotted )	 ( ( abby ( or abby ) ) spotted )	#
#	 ( ( abby ( and oona ) ) dog )	 ( marcel dog )	#
=	 ( ( ollie ( and ollie ) ) kitten )	 ( ollie kitten )	=
#	 ( ollie cat )	 ( ( oona ( or abby ) ) cat )	#
^	 ( marcel striped )	 ( ( marcel ( and marcel ) ) spotted )	=
#	 ( ( marcel ( or mouse ) ) pony )	 ( pumpkin pony )	#
#	 ( ( millie ( or marcel ) ) striped )	 ( pumpkin striped )	#
#	 ( ( millie ( or pumpkin ) ) dog )	 ( mertz dog )	#
<	 ( ( pumpkin ( and ollie ) ) kitten )	 ( ollie cat )	<
<	 ( millie kitten )	 ( ( millie ( and millie ) ) striped )	=
v	 ( oona spotted )	 ( ( oona ( or mouse ) ) striped )	<
<	 ( ( mouse ( and millie ) ) puppy )	 ( mouse dog )	<
|	 ( abby puppy )	 ( ( abby ( and abby ) ) kitten )	=
#	 ( ( mertz ( and abby ) ) dog )	 ( marcel dog )	#
|	 ( ( mertz ( or pumpkin ) ) puppy )	 ( mertz striped )	>
>	 ( millie cat )	 ( ( mertz ( and millie ) ) cat )	>
>	 ( marcel striped )	 ( ( ollie ( and marcel ) ) striped )	>
#	 ( ( mertz ( or pumpkin ) ) spotted )	 ( ollie spotted )	#
>	 ( ( ollie ( or mertz ) ) cat )	 ( mertz cat )	>
|	 ( millie cat )	 ( ( oona ( and millie ) ) pony )	>
=	 ( mertz kitten )	 ( ( mertz ( or mertz ) ) kitten )	=
v	 ( ( oona ( and marcel ) ) spotted )	 ( oona striped )	<
#	 ( ( millie ( and millie ) ) pony )	 ( millie pet )	=
#	 ( ( pumpkin ( or oona ) ) pony )	 ( mouse pony )	#
#	 ( ( marcel ( or pumpkin ) ) puppy )	 ( ollie puppy )	#
|	 ( ( ollie ( or oona ) ) pony )	 ( oona cat )	>
|	 ( abby spotted )	 ( ( abby ( and mertz ) ) kitten )	>
#	 ( ollie pet )	 ( ( ollie ( and ollie ) ) pony )	=
>	 ( mouse kitten )	 ( ( mouse ( and pumpkin ) ) kitten )	>
<	 ( pumpkin kitten )	 ( ( mouse ( or pumpkin ) ) kitten )	<
#	 ( ( millie ( or oona ) ) cat )	 ( ( marcel ( or marcel ) ) cat )	#
|	 ( ( pumpkin ( or oona ) ) kitten )	 ( pumpkin puppy )	>
#	 ( marcel pet )	 ( ( abby ( and abby ) ) pet )	#
#	 ( ( millie ( and ollie ) ) spotted )	 ( abby spotted )	#
>	 ( ( oona ( or abby ) ) spotted )	 ( oona puppy )	>
=	 ( ( pumpkin ( or pumpkin ) ) dog )	 ( pumpkin dog )	=
=	 ( ( pumpkin ( and pumpkin ) ) pony )	 ( pumpkin pony )	=
|	 ( mertz striped )	 ( ( mertz ( and ollie ) ) spotted )	>
<	 ( mouse kitten )	 ( ( ollie ( or mouse ) ) cat )	<
=	 ( millie dog )	 ( ( millie ( or millie ) ) dog )	=
|	 ( abby pony )	 ( ( ollie ( and ( ollie ( and abby ) ) ) ) puppy )	>
|	 ( ( ollie ( or mouse ) ) kitten )	 ( ollie dog )	>
#	 ( ( ( mouse ( and marcel ) ) ( or marcel ) ) pet )	 ( mouse pet )	#
|	 ( ( millie ( or mertz ) ) puppy )	 ( mertz cat )	>
#	 ( ( millie ( and millie ) ) pet )	 ( millie dog )	=
|	 ( ( pumpkin ( or mouse ) ) cat )	 ( pumpkin pony )	>
#	 ( millie cat )	 ( ( ( mouse ( and ollie ) ) ( or ollie ) ) cat )	#
#	 ( ( mertz ( or mertz ) ) puppy )	 ( mouse puppy )	#
>	 ( pumpkin dog )	 ( ( pumpkin ( and abby ) ) puppy )	>
=	 ( ( abby ( or abby ) ) kitten )	 ( abby kitten )	=
|	 ( ( mouse ( or marcel ) ) dog )	 ( mouse kitten )	>
>	 ( pumpkin cat )	 ( ( marcel ( and pumpkin ) ) cat )	>
|	 ( ( mouse ( or marcel ) ) kitten )	 ( marcel dog )	>
=	 ( pumpkin kitten )	 ( ( pumpkin ( and pumpkin ) ) kitten )	=
#	 ( ( millie ( or abby ) ) striped )	 ( mertz spotted )	#
>	 ( abby dog )	 ( ( abby ( and oona ) ) puppy )	>
#	 ( pumpkin spotted )	 ( ( ollie ( and marcel ) ) striped )	#
<	 ( abby cat )	 ( ( abby ( or marcel ) ) cat )	<
#	 ( oona dog )	 ( ( oona ( and ( oona ( or marcel ) ) ) ) spotted )	=
>	 ( ( ollie ( and ollie ) ) spotted )	 ( ollie puppy )	=
>	 ( marcel pony )	 ( ( oona ( and marcel ) ) pony )	>
>	 ( ( millie ( or oona ) ) pony )	 ( oona pony )	>
>	 ( abby cat )	 ( ( ( abby ( or abby ) ) ( and marcel ) ) cat )	>
|	 ( mouse cat )	 ( ( mertz ( and mouse ) ) pony )	>
|	 ( ollie pony )	 ( ( abby ( and ollie ) ) dog )	>
>	 ( abby cat )	 ( ( abby ( or abby ) ) kitten )	=
|	 ( ( abby ( or abby ) ) dog )	 ( ( oona ( and abby ) ) kitten )	>
|	 ( marcel striped )	 ( ( ollie ( and marcel ) ) spotted )	>
=	 ( ( pumpkin ( or pumpkin ) ) puppy )	 ( pumpkin puppy )	=
#	 ( ( marcel ( and ollie ) ) spotted )	 ( pumpkin striped )	#
#	 ( ( mertz ( or marcel ) ) pony )	 ( mouse pony )	#
<	 ( pumpkin cat )	 ( ( ollie ( or pumpkin ) ) cat )	<
<	 ( ( pumpkin ( and millie ) ) puppy )	 ( millie dog )	<
#	 ( ( mertz ( or ollie ) ) kitten )	 ( abby kitten )	#
<	 ( ( ollie ( and oona ) ) puppy )	 ( oona puppy )	<
#	 ( ( marcel ( or mertz ) ) spotted )	 ( pumpkin striped )	#
>	 ( ( abby ( or marcel ) ) spotted )	 ( marcel spotted )	>
#	 ( ( marcel ( and oona ) ) striped )	 ( mouse spotted )	#
|	 ( marcel dog )	 ( ( marcel ( and abby ) ) kitten )	>
#	 ( ( mouse ( and ollie ) ) cat )	 ( marcel cat )	#
|	 ( ( mouse ( or mertz ) ) spotted )	 ( mouse kitten )	>
#	 ( ( mouse ( and mouse ) ) puppy )	 ( abby puppy )	#
#	 ( ( millie ( or oona ) ) kitten )	 ( ( oona ( or millie ) ) pet )	=
>	 ( ( mouse ( or ollie ) ) cat )	 ( ollie cat )	>
<	 ( ollie puppy )	 ( ( ollie ( or pumpkin ) ) spotted )	<
#	 ( ( millie ( and oona ) ) striped )	 ( abby spotted )	#
<	 ( pumpkin striped )	 ( ( oona ( or pumpkin ) ) striped )	<
|	 ( ( oona ( or ( oona ( or oona ) ) ) ) puppy )	 ( oona striped )	=
<	 ( ( pumpkin ( and oona ) ) kitten )	 ( pumpkin cat )	<
>	 ( ( millie ( or ollie ) ) cat )	 ( ollie kitten )	>
<	 ( ( mertz ( and ollie ) ) puppy )	 ( mertz dog )	<
|	 ( abby dog )	 ( ( mouse ( and ( abby ( and mertz ) ) ) ) pony )	>
>	 ( ( ollie ( or millie ) ) dog )	 ( millie puppy )	>
#	 ( mertz pet )	 ( ( mertz ( and mertz ) ) puppy )	=
#	 ( ( oona ( or marcel ) ) cat )	 ( abby cat )	#
#	 ( mouse cat )	 ( ( millie ( or millie ) ) cat )	#
|	 ( abby cat )	 ( ( pumpkin ( and abby ) ) puppy )	>
v	 ( oona striped )	 ( ( ollie ( or oona ) ) spotted )	<
<	 ( ( oona ( and marcel ) ) puppy )	 ( marcel spotted )	<
=	 ( ollie cat )	 ( ( ollie ( and ollie ) ) cat )	=
#	 ( marcel dog )	 ( ( marcel ( and marcel ) ) pet )	=
|	 ( mouse puppy )	 ( ( mertz ( and mouse ) ) striped )	>
>	 ( ( pumpkin ( or ollie ) ) dog )	 ( ollie puppy )	>
|	 ( ( oona ( and ollie ) ) pony )	 ( ( ollie ( and oona ) ) dog )	=
#	 ( ( millie ( and mertz ) ) pony )	 ( marcel pony )	#
|	 ( ( millie ( or mertz ) ) dog )	 ( mertz kitten )	>
>	 ( oona striped )	 ( ( oona ( or oona ) ) kitten )	=
<	 ( ( oona ( and marcel ) ) puppy )	 ( ( oona ( or mertz ) ) dog )	<
#	 ( mouse pony )	 ( ( ( ollie ( and mertz ) ) ( and abby ) ) pony )	#
<	 ( ( mertz ( and oona ) ) pony )	 ( oona pony )	<
|	 ( ( millie ( or marcel ) ) puppy )	 ( millie striped )	>
|	 ( oona puppy )	 ( ( ( ollie ( or mouse ) ) ( and oona ) ) pony )	>
#	 ( ( ollie ( or mertz ) ) pony )	 ( pumpkin pony )	#
|	 ( oona pony )	 ( ( oona ( and ( oona ( and oona ) ) ) ) cat )	=
<	 ( marcel pony )	 ( ( ( oona ( or oona ) ) ( or marcel ) ) pony )	<
<	 ( oona striped )	 ( ( oona ( or pumpkin ) ) striped )	<
#	 ( oona striped )	 ( ( oona ( or oona ) ) cat )	=
|	 ( oona puppy )	 ( ( oona ( and oona ) ) pony )	=
#	 ( ( abby ( or abby ) ) pet )	 ( abby kitten )	=
<	 ( oona pony )	 ( ( marcel ( or ( abby ( or oona ) ) ) ) pony )	<
|	 ( ( marcel ( or marcel ) ) kitten )	 ( marcel dog )	=
|	 ( ( mouse ( or ollie ) ) dog )	 ( mouse pony )	>
|	 ( ( marcel ( or millie ) ) spotted )	 ( marcel kitten )	>
#	 ( mouse cat )	 ( ( ( mouse ( and pumpkin ) ) ( or ollie ) ) cat )	#
#	 ( oona dog )	 ( ( millie ( or marcel ) ) dog )	#
<	 ( ( millie ( and pumpkin ) ) puppy )	 ( pumpkin spotted )	<
#	 ( ( abby ( and mouse ) ) spotted )	 ( pumpkin spotted )	#
#	 ( abby puppy )	 ( ( ( mouse ( or mouse ) ) ( or ollie ) ) puppy )	#
#	 ( ( abby ( and abby ) ) cat )	 ( pumpkin cat )	#
v	 ( ollie striped )	 ( ( mouse ( or ollie ) ) spotted )	<
#	 ( millie striped )	 ( ( abby ( or pumpkin ) ) spotted )	#
|	 ( oona pony )	 ( ( oona ( or oona ) ) kitten )	=
>	 ( ( oona ( or mertz ) ) pet )	 ( mertz pet )	>
<	 ( ( mertz ( and oona ) ) puppy )	 ( mertz puppy )	<
|	 ( ( ( oona ( and oona ) ) ( and oona ) ) puppy )	 ( oona kitten )	=
#	 ( ( abby ( and ( millie ( and abby ) ) ) ) cat )	 ( mertz cat )	#
>	 ( ( abby ( or pumpkin ) ) pony )	 ( pumpkin pony )	>
|	 ( pumpkin striped )	 ( ( pumpkin ( and ollie ) ) puppy )	>
|	 ( marcel dog )	 ( ( oona ( and ( marcel ( and mertz ) ) ) ) cat )	>
#	 ( ( mouse ( and mouse ) ) pet )	 ( mouse spotted )	=
#	 ( ( ollie ( or ollie ) ) striped )	 ( ollie pet )	=
<	 ( mertz dog )	 ( ( mertz ( or marcel ) ) dog )	<
#	 ( mouse pet )	 ( ( ( millie ( or oona ) ) ( and marcel ) ) pet )	#
|	 ( marcel spotted )	 ( ( marcel ( and marcel ) ) kitten )	=
<	 ( pumpkin cat )	 ( ( pumpkin ( or abby ) ) cat )	<
>	 ( ( abby ( or millie ) ) cat )	 ( abby cat )	>
|	 ( ( mertz ( or millie ) ) pony )	 ( millie cat )	>
|	 ( ( oona ( or oona ) ) pony )	 ( ( oona ( and millie ) ) kitten )	>
|	 ( ( mertz ( or abby ) ) puppy )	 ( abby pony )	>
#	 ( mertz cat )	 ( ( marcel ( or abby ) ) cat )	#
#	 ( millie puppy )	 ( ( ollie ( or pumpkin ) ) puppy )	#
|	 ( ( mertz ( or pumpkin ) ) spotted )	 ( mertz striped )	>
#	 ( abby spotted )	 ( ( abby ( and abby ) ) pet )	=
<	 ( millie cat )	 ( ( millie ( or abby ) ) cat )	<
<	 ( ( mertz ( and marcel ) ) cat )	 ( marcel cat )	<
|	 ( ( ollie ( or ollie ) ) puppy )	 ( ollie kitten )	=
|	 ( ( millie ( and millie ) ) pony )	 ( millie kitten )	=
|	 ( ( abby ( or mouse ) ) striped )	 ( mouse spotted )	>
#	 ( ( millie ( or ollie ) ) striped )	 ( abby striped )	#
|	 ( ( millie ( or pumpkin ) ) dog )	 ( pumpkin kitten )	>
#	 ( mertz cat )	 ( ( pumpkin ( or oona ) ) cat )	#
#	 ( oona dog )	 ( ( mouse ( and ( millie ( or millie ) ) ) ) dog )	#
|	 ( ( mertz ( or pumpkin ) ) striped )	 ( pumpkin puppy )	>
>	 ( mertz pet )	 ( ( abby ( and mertz ) ) pet )	>
#	 ( mertz cat )	 ( ( mertz ( and mertz ) ) striped )	=
#	 ( ( pumpkin ( and mouse ) ) striped )	 ( millie striped )	#
#	 ( abby pet )	 ( ( abby ( or abby ) ) cat )	=
>	 ( ollie cat )	 ( ( ollie ( and ollie ) ) kitten )	=
#	 ( ( ( millie ( or ollie ) ) ( and millie ) ) dog )	 ( ollie dog )	#
#	 ( ( pumpkin ( or pumpkin ) ) pet )	 ( pumpkin pony )	=
>	 ( abby cat )	 ( ( ( pumpkin ( and abby ) ) ( and abby ) ) cat )	>
|	 ( marcel puppy )	 ( ( marcel ( and mouse ) ) striped )	>
<	 ( mertz kitten )	 ( ( mertz ( or millie ) ) cat )	<
#	 ( millie pet )	 ( ( oona ( and ( pumpkin ( and oona ) ) ) ) pet )	#
#	 ( ( millie ( or millie ) ) striped )	 ( millie pony )	=
|	 ( ( marcel ( or marcel ) ) pony )	 ( marcel dog )	=
#	 ( millie pony )	 ( ( marcel ( or oona ) ) pony )	#
|	 ( ( pumpkin ( or pumpkin ) ) spotted )	 ( pumpkin kitten )	=
>	 ( mouse striped )	 ( ( oona ( and mouse ) ) kitten )	>
#	 ( ollie spotted )	 ( ( millie ( and mouse ) ) striped )	#
#	 ( mertz pet )	 ( ( mertz ( or mertz ) ) spotted )	=
#	 ( mertz pet )	 ( ( ( oona ( or millie ) ) ( or ollie ) ) pet )	#
|	 ( oona kitten )	 ( ( oona ( and ( abby ( or mouse ) ) ) ) dog )	>
<	 ( ( marcel ( and mertz ) ) pony )	 ( mertz pony )	<
<	 ( ( millie ( and pumpkin ) ) kitten )	 ( pumpkin striped )	<
>	 ( pumpkin striped )	 ( ( oona ( and pumpkin ) ) striped )	>
>	 ( ( mouse ( or ( mouse ( or mertz ) ) ) ) dog )	 ( mertz dog )	>
#	 ( ( ollie ( or abby ) ) kitten )	 ( millie kitten )	#
#	 ( oona puppy )	 ( ( abby ( and ollie ) ) puppy )	#
|	 ( ( oona ( or marcel ) ) spotted )	 ( marcel kitten )	>
>	 ( oona spotted )	 ( ( oona ( and abby ) ) spotted )	>
>	 ( oona cat )	 ( ( marcel ( and oona ) ) kitten )	>
>	 ( millie pony )	 ( ( millie ( and mouse ) ) pony )	>
|	 ( abby kitten )	 ( ( abby ( or ( abby ( and ollie ) ) ) ) puppy )	=
<	 ( abby striped )	 ( ( mertz ( or abby ) ) striped )	<
#	 ( ( abby ( and ( abby ( or mertz ) ) ) ) pet )	 ( abby striped )	=
#	 ( mouse pet )	 ( ( mouse ( and mouse ) ) striped )	=
<	 ( abby striped )	 ( ( oona ( or abby ) ) striped )	<
|	 ( ( mertz ( or mouse ) ) dog )	 ( mouse kitten )	>
|	 ( millie kitten )	 ( ( millie ( or millie ) ) pony )	=
#	 ( mertz puppy )	 ( ( oona ( and millie ) ) puppy )	#
=	 ( ( mertz ( and ( oona ( or mertz ) ) ) ) dog )	 ( mertz dog )	=
|	 ( ( oona ( or pumpkin ) ) pony )	 ( pumpkin cat )	>
#	 ( abby dog )	 ( ( ( mertz ( and millie ) ) ( and marcel ) ) dog )	#
#	 ( ollie dog )	 ( ( ( mouse ( or mouse ) ) ( or marcel ) ) dog )	#
|	 ( ( ollie ( or mouse ) ) kitten )	 ( mouse puppy )	>
#	 ( ( mertz ( or mertz ) ) pet )	 ( mertz cat )	=
>	 ( ( mouse ( or abby ) ) cat )	 ( abby kitten )	>
>	 ( ( marcel ( or pumpkin ) ) pony )	 ( marcel pony )	>
>	 ( ( mertz ( and mertz ) ) striped )	 ( mertz kitten )	=
|	 ( millie dog )	 ( ( millie ( or millie ) ) cat )	=
<	 ( ( abby ( and mouse ) ) dog )	 ( ( millie ( or mouse ) ) dog )	<
=	 ( ( pumpkin ( or pumpkin ) ) pet )	 ( pumpkin pet )	=
|	 ( ( mertz ( or mouse ) ) dog )	 ( ( mouse ( and pumpkin ) ) cat )	>
|	 ( mouse pony )	 ( ( mertz ( and mouse ) ) dog )	>
#	 ( mouse spotted )	 ( ( abby ( and pumpkin ) ) spotted )	#
#	 ( millie pet )	 ( ( mertz ( and ollie ) ) pet )	#
#	 ( mertz dog )	 ( ( ( oona ( and oona ) ) ( or pumpkin ) ) dog )	#
<	 ( ( pumpkin ( and abby ) ) kitten )	 ( pumpkin striped )	<
|	 ( ( oona ( or ollie ) ) pony )	 ( ollie cat )	>
|	 ( ( ollie ( or ollie ) ) puppy )	 ( ollie pony )	=
#	 ( ( marcel ( and marcel ) ) puppy )	 ( abby puppy )	#
>	 ( ( mertz ( or ollie ) ) dog )	 ( ollie puppy )	>
|	 ( abby dog )	 ( ( abby ( and ( mertz ( and oona ) ) ) ) pony )	>
|	 ( ( marcel ( or ollie ) ) pony )	 ( ollie dog )	>
|	 ( ( millie ( or abby ) ) dog )	 ( abby pony )	>
v	 ( ( abby ( and mertz ) ) striped )	 ( mertz spotted )	<
|	 ( ( marcel ( or oona ) ) dog )	 ( oona pony )	>
|	 ( ollie pony )	 ( ( oona ( and ollie ) ) puppy )	>
v	 ( mertz spotted )	 ( ( mertz ( or abby ) ) striped )	<
|	 ( marcel striped )	 ( ( marcel ( and mertz ) ) puppy )	>
|	 ( mertz dog )	 ( ( mertz ( and ollie ) ) kitten )	>
|	 ( ( abby ( or abby ) ) pony )	 ( abby puppy )	=
|	 ( ( mertz ( or oona ) ) dog )	 ( oona cat )	>
#	 ( ( ollie ( and pumpkin ) ) kitten )	 ( millie kitten )	#
|	 ( marcel kitten )	 ( ( mouse ( and marcel ) ) puppy )	>
=	 ( pumpkin striped )	 ( ( pumpkin ( and pumpkin ) ) striped )	=
=	 ( millie cat )	 ( ( millie ( and millie ) ) cat )	=
|	 ( millie cat )	 ( ( millie ( and mertz ) ) dog )	>
#	 ( ollie pet )	 ( ( ollie ( or ollie ) ) cat )	=
#	 ( ( ( abby ( or marcel ) ) ( and mouse ) ) pony )	 ( abby pony )	#
#	 ( ( abby ( and abby ) ) kitten )	 ( millie kitten )	#
#	 ( ( mertz ( and mouse ) ) striped )	 ( pumpkin spotted )	#
<	 ( ollie pony )	 ( ( ( oona ( or mouse ) ) ( or ollie ) ) pony )	<
#	 ( ( oona ( and abby ) ) spotted )	 ( ollie spotted )	#
#	 ( ollie puppy )	 ( ( oona ( and oona ) ) puppy )	#
|	 ( mertz cat )	 ( ( mertz ( or mertz ) ) dog )	=
#	 ( millie kitten )	 ( ( pumpkin ( and ollie ) ) kitten )	#
|	 ( ( marcel ( or pumpkin ) ) puppy )	 ( pumpkin cat )	>
|	 ( oona kitten )	 ( ( millie ( and oona ) ) puppy )	>
=	 ( ( ollie ( or ( ollie ( and oona ) ) ) ) cat )	 ( ollie cat )	=
#	 ( ( marcel ( and mouse ) ) striped )	 ( mertz spotted )	#
>	 ( ( marcel ( or oona ) ) pet )	 ( oona pet )	>
#	 ( oona cat )	 ( ( pumpkin ( or ollie ) ) cat )	#
<	 ( ( pumpkin ( and oona ) ) puppy )	 ( oona spotted )	<
>	 ( abby pet )	 ( ( abby ( and oona ) ) pet )	>
#	 ( ( pumpkin ( and oona ) ) dog )	 ( ollie dog )	#
|	 ( oona kitten )	 ( ( oona ( and mouse ) ) spotted )	>
#	 ( ( abby ( and marcel ) ) spotted )	 ( mertz striped )	#
>	 ( abby spotted )	 ( ( mertz ( and abby ) ) puppy )	>
#	 ( ollie striped )	 ( ( ollie ( and ollie ) ) cat )	=
|	 ( ( mouse ( or millie ) ) dog )	 ( mouse cat )	>
|	 ( ( millie ( or ollie ) ) striped )	 ( ollie spotted )	>
#	 ( ( ollie ( or marcel ) ) pet )	 ( abby pet )	#
#	 ( abby cat )	 ( ( mouse ( or ( abby ( and mouse ) ) ) ) cat )	#
#	 ( ( mouse ( or mertz ) ) kitten )	 ( ollie kitten )	#
v	 ( abby spotted )	 ( ( oona ( or abby ) ) striped )	<
>	 ( mouse spotted )	 ( ( mouse ( and oona ) ) puppy )	>
|	 ( oona pony )	 ( ( mertz ( and oona ) ) kitten )	>
|	 ( ( oona ( or ( oona ( or abby ) ) ) ) puppy )	 ( abby kitten )	>
|	 ( mertz kitten )	 ( ( pumpkin ( and mertz ) ) puppy )	>
>	 ( ( marcel ( or mouse ) ) puppy )	 ( marcel puppy )	>
<	 ( marcel kitten )	 ( ( marcel ( or mouse ) ) cat )	<
#	 ( ( mertz ( and mertz ) ) cat )	 ( oona cat )	#
<	 ( marcel cat )	 ( ( oona ( or ( marcel ( and marcel ) ) ) ) cat )	<
|	 ( oona pony )	 ( ( mertz ( and oona ) ) puppy )	>
#	 ( ( oona ( and mertz ) ) pet )	 ( abby pet )	#
>	 ( millie cat )	 ( ( pumpkin ( and millie ) ) cat )	>
|	 ( pumpkin puppy )	 ( ( pumpkin ( and mouse ) ) cat )	>
=	 ( mertz striped )	 ( ( mertz ( and mertz ) ) striped )	=
#	 ( mertz striped )	 ( ( pumpkin ( and marcel ) ) striped )	#
#	 ( ( marcel ( and ( abby ( or abby ) ) ) ) cat )	 ( pumpkin cat )	#
|	 ( ( abby ( or marcel ) ) spotted )	 ( abby kitten )	>
>	 ( mertz striped )	 ( ( mertz ( and mouse ) ) striped )	>
<	 ( millie puppy )	 ( ( mouse ( or millie ) ) dog )	<
v	 ( mertz striped )	 ( ( mertz ( or millie ) ) spotted )	<
|	 ( ( ( ollie ( and ollie ) ) ( or marcel ) ) dog )	 ( ollie cat )	>
|	 ( ollie cat )	 ( ( ( abby ( and ollie ) ) ( and ollie ) ) puppy )	>
|	 ( oona cat )	 ( ( oona ( and mertz ) ) dog )	>
#	 ( ollie pony )	 ( ( oona ( or oona ) ) pony )	#
#	 ( oona pony )	 ( ( oona ( or oona ) ) spotted )	=
#	 ( ( millie ( or ollie ) ) spotted )	 ( marcel striped )	#
#	 ( ( mertz ( or ( mertz ( and millie ) ) ) ) pony )	 ( mertz pet )	=
#	 ( pumpkin spotted )	 ( ( ollie ( or mouse ) ) striped )	#
<	 ( ( marcel ( and millie ) ) puppy )	 ( marcel puppy )	<
#	 ( mouse pet )	 ( ( mouse ( and mouse ) ) spotted )	=
<	 ( ( ollie ( and abby ) ) puppy )	 ( ollie dog )	<
|	 ( ( oona ( and oona ) ) pony )	 ( oona puppy )	=
<	 ( ( mertz ( and marcel ) ) striped )	 ( mertz striped )	<
>	 ( marcel striped )	 ( ( marcel ( and pumpkin ) ) striped )	>
<	 ( mertz dog )	 ( ( oona ( or mertz ) ) dog )	<
|	 ( ( mertz ( or millie ) ) cat )	 ( mertz pony )	>
#	 ( mouse striped )	 ( ( abby ( and ollie ) ) spotted )	#
#	 ( ( ollie ( or ollie ) ) pony )	 ( mouse pony )	#
#	 ( ( ( millie ( or ollie ) ) ( and ollie ) ) pony )	 ( ollie pet )	=
#	 ( millie dog )	 ( ( oona ( or oona ) ) dog )	#
#	 ( ( mertz ( or mertz ) ) pet )	 ( millie pet )	#
=	 ( ( marcel ( and marcel ) ) kitten )	 ( marcel kitten )	=
#	 ( ( mouse ( and mouse ) ) puppy )	 ( marcel puppy )	#
#	 ( mouse pet )	 ( ( mouse ( or mouse ) ) spotted )	=
|	 ( ( mertz ( or abby ) ) striped )	 ( mertz puppy )	>
#	 ( ( marcel ( and ollie ) ) kitten )	 ( pumpkin kitten )	#
>	 ( millie spotted )	 ( ( millie ( and mouse ) ) spotted )	>
#	 ( ( oona ( and oona ) ) pony )	 ( oona pet )	=
|	 ( millie striped )	 ( ( millie ( and millie ) ) puppy )	=
>	 ( ( marcel ( or millie ) ) dog )	 ( marcel dog )	>
|	 ( mouse kitten )	 ( ( mouse ( and mouse ) ) spotted )	=
#	 ( ollie pet )	 ( ( ollie ( and ollie ) ) dog )	=
#	 ( ( pumpkin ( or pumpkin ) ) dog )	 ( pumpkin pet )	=
|	 ( abby puppy )	 ( ( abby ( or abby ) ) cat )	=
>	 ( abby spotted )	 ( ( ollie ( and abby ) ) spotted )	>
#	 ( ( ( abby ( and marcel ) ) ( or oona ) ) dog )	 ( abby dog )	#
|	 ( ( mouse ( or abby ) ) dog )	 ( abby kitten )	>
#	 ( oona pony )	 ( ( millie ( and ollie ) ) pony )	#
#	 ( abby striped )	 ( ( millie ( or mertz ) ) striped )	#
#	 ( ( millie ( or abby ) ) spotted )	 ( pumpkin spotted )	#
<	 ( mouse spotted )	 ( ( mouse ( or pumpkin ) ) spotted )	<
#	 ( mouse pony )	 ( ( oona ( or pumpkin ) ) pony )	#
<	 ( ( ( abby ( or abby ) ) ( and mertz ) ) pony )	 ( mertz pony )	<
#	 ( ( marcel ( and oona ) ) dog )	 ( mouse dog )	#
|	 ( ( oona ( or mertz ) ) spotted )	 ( mertz kitten )	>
>	 ( ( oona ( or mertz ) ) dog )	 ( oona puppy )	>
=	 ( ( abby ( and abby ) ) kitten )	 ( abby kitten )	=
|	 ( ( oona ( or millie ) ) kitten )	 ( millie pony )	>
#	 ( ( mouse ( and ollie ) ) cat )	 ( millie cat )	#
|	 ( pumpkin puppy )	 ( ( millie ( and pumpkin ) ) striped )	>
=	 ( ( mouse ( or mouse ) ) dog )	 ( mouse dog )	=
#	 ( mertz pet )	 ( ( mertz ( and mertz ) ) cat )	=
<	 ( ( pumpkin ( and ollie ) ) dog )	 ( ollie dog )	<
|	 ( ollie puppy )	 ( ( ollie ( and ollie ) ) kitten )	=
>	 ( millie striped )	 ( ( millie ( and pumpkin ) ) kitten )	>
#	 ( ollie pet )	 ( ( ( ollie ( and oona ) ) ( or ollie ) ) puppy )	=
>	 ( abby pet )	 ( ( abby ( and marcel ) ) pet )	>
|	 ( ( oona ( or oona ) ) puppy )	 ( oona cat )	=
#	 ( marcel dog )	 ( ( pumpkin ( or abby ) ) dog )	#
>	 ( mertz pet )	 ( ( ( mertz ( and ollie ) ) ( and ollie ) ) pet )	>
|	 ( ( millie ( or oona ) ) pony )	 ( ( oona ( or oona ) ) dog )	>
